id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,usd_pledged_real,usd_goal_real,year
1696697182,The Habittack: A social motivation app to help build habits,Apps,Technology,USD,2015-10-23,2000,2015-09-09 03:01:32,2189.52,successful,55,US,2189.52,2189.52,2000,2015
2141526304,WEB2DOO,Apps,Technology,USD,2014-12-26,200000,2014-11-11 05:45:33,0,failed,0,US,0,0,200000,2014
102695291,The Small Stage January,Journalism,Journalism,USD,2018-02-01,60,2017-12-05 16:16:22,10,live,1,US,0,10,60,2018
99613885,Ultimate F1 Championship mobile game,Mobile Games,Games,GBP,2017-11-23,2000,2017-10-24 17:44:28,38,failed,6,GB,17.16,50.64,2665.39,2017
1149730722,Green Mountain High School Performing Arts,Performance Art,Art,USD,2016-12-24,1500,2016-11-13 19:03:21,1500,successful,11,US,100,1500,1500,2016
1849024552,Navvie,Software,Technology,USD,2015-02-15,1000,2015-01-16 18:57:16,0,failed,0,US,0,0,1000,2015
1289162973,DRAMAEDITER GALLERY AND LIVE STAGE,Experimental,Film & Video,USD,2015-02-26,45000,2015-01-27 04:28:50,0,failed,0,US,0,0,45000,2015
1429656317,The Authentic Lover: Reclaiming Love’s Beauty and Power,Nonfiction,Publishing,USD,2016-11-16,5000,2016-10-12 16:00:34,207,canceled,6,US,72,207,5000,2016
2027081255,Nouvelle Vague Magazine – Issue 001,Publishing,Publishing,CAD,2017-07-20,22000,2017-06-20 13:53:26,6962,failed,112,CA,1698.28,5527.15,17465.86,2017
1236159443,"Quarter Mile BRAND - (Shirt; Coin; Backpack, & more)",Apparel,Fashion,USD,2014-09-25,25000,2014-07-27 01:06:24,181,failed,6,US,181,181,25000,2014
1729937097,Help 0blio press & release our first vinyl EP!!!,Indie Rock,Music,USD,2014-10-29,1750,2014-09-29 04:41:48,1880,successful,32,US,1880,1880,1750,2014
1693685204,Vinyl Record Clocks,Art,Art,USD,2014-05-27,500,2014-03-28 20:32:45,110,failed,2,US,110,110,500,2014
230610881,Dark Army skateboards tshirts hoodies hats,Fashion,Fashion,USD,2015-02-19,2500,2015-01-20 23:08:04,0,failed,0,US,0,0,2500,2015
87175485,Sleep goggles X,Accessories,Fashion,USD,2017-12-15,333,2017-12-05 20:50:09,0,failed,0,US,0,0,333,2017
1169484043,THE PLANTERS,Comedy,Film & Video,USD,2016-03-10,10000,2016-02-09 18:52:25,27561,successful,218,US,27561,27561,10000,2016
1954599730,The Odditorium,Anthologies,Publishing,USD,2017-11-24,1900,2017-10-25 18:30:31,878,failed,37,US,192,878,1900,2017
258748942,Zach Brimstone,Fiction,Publishing,USD,2015-02-15,2500,2015-01-16 21:37:22,10,failed,1,US,10,10,2500,2015
914536700,Cyclehack,Software,Technology,GBP,2014-05-09,5000,2014-03-12 19:17:48,5021,successful,70,GB,8356.72,8466.69,8431.28,2014
910705803,A HIGH LIGHT,Experimental,Film & Video,USD,2014-10-24,10000,2014-09-29 21:32:05,10742,successful,114,US,10742,10742,10000,2014
645177537,Bethel Entertainment Presents,Faith,Music,USD,2015-04-19,4800,2015-03-13 01:36:19,0,failed,0,US,0,0,4800,2015
453118836,Candied Agave Nectar Habanero Iced Hot Sauce,Small Batch,Food,USD,2016-07-03,500,2016-06-02 22:16:48,681,successful,21,US,681,681,500,2016
2123178495,Legal Termination of a Warlock... and Other Tales,Fiction,Publishing,USD,2017-05-12,1174,2017-04-10 10:04:35,1333,successful,41,US,80,1333,1174,2017
924403449,Virtual reality shopping,Apps,Technology,USD,2017-09-16,50000,2017-07-18 17:29:26,0,failed,0,US,0,0,50000,2017
481521123,Let's get Pretty Girl Cupcakery to it's 2nd location,Restaurants,Food,USD,2014-07-27,5000,2014-07-09 18:04:38,1550,failed,18,US,1550,1550,5000,2014
1423451484,Memory Vase - your photos on a custom handmade glass vase,Glass,Crafts,USD,2016-05-16,3000,2016-04-16 01:04:31,3004,successful,27,US,3004,3004,3000,2016
1458760104,Erie Art Museum 25th Annual Blues & Jazz Festival,Music,Music,USD,2017-07-29,5000,2017-07-11 12:38:36,7004,successful,136,US,2361,7004,5000,2017
1837057593,Fatamorgana Summer Exhibition 2015,Photobooks,Photography,DKK,2015-06-02,5000,2015-04-17 22:59:52,475,failed,5,DK,67.98,71.43,751.85,2015
968567428,Keene State Creative Suite Portfolio Review 2014,Graphic Design,Design,USD,2014-03-30,1000,2014-02-28 22:20:58,1125,successful,32,US,1125,1125,1000,2014
1261558319,U B U : Msssspp. Quest,Narrative Film,Film & Video,USD,2015-08-09,45000,2015-07-21 19:26:15,339,failed,6,US,339,339,45000,2015
661020442,Mise Magazine,Journalism,Journalism,USD,2014-02-28,40000,2014-01-29 20:08:34,1716,failed,35,US,1716,1716,40000,2014
893914095,Benzak Denim Developers - the 3rd production run,Fashion,Fashion,EUR,2015-07-24,7500,2015-06-09 18:02:48,7943,successful,27,NL,8816.16,8688.85,8204.25,2015
1007699457,Transform Heartbreak into Heartpower Book Tour,Nonfiction,Publishing,USD,2014-10-30,1267,2014-10-23 20:54:37,15,failed,2,US,15,15,1267,2014
899598754,A Different Script: A Documentary,Documentary,Film & Video,USD,2017-06-22,3985,2017-05-20 06:16:07,5356,successful,75,US,1862,5356,3985,2017
494217614,Save Rebel Circus Arts (Canceled),Spaces,Dance,USD,2016-02-11,10000,2016-01-13 22:01:21,1007,canceled,17,US,1007,1007,10000,2016
1690396254,My Memory Carebook - A drug-free therapy for dementia,Apps,Technology,USD,2017-03-18,49000,2017-01-17 18:30:18,0,failed,0,US,0,0,49000,2017
1550929908,Eco Village School and Community Project,DIY,Crafts,USD,2015-12-20,50000,2015-11-20 19:06:19,31,failed,4,US,31,31,50000,2015
121544213,THE LOVE EFFECT - Film Launch!,Drama,Film & Video,USD,2015-12-22,15700,2015-11-14 01:23:37,17700,successful,121,US,17700,17700,15700,2015
1472681580,"LADIES KICKING BUTT: Feminist shirts, totes, & more!",Graphic Design,Design,USD,2017-10-22,1500,2017-10-01 22:58:26,8001,successful,178,US,1727,8001,1500,2017
1009851957,University of Louisville NASA Student Launch 2013-2014,Technology,Technology,USD,2014-04-03,1500,2014-03-04 04:11:02,2313,successful,60,US,2313,2313,1500,2014
1456823157,Fúchila Fresheners. Que Fresh!,Graphic Design,Design,USD,2014-11-19,2500,2014-10-25 05:13:48,3583,successful,61,US,3583,3583,2500,2014
1700893700,The worlds greatest magic and illusion show - world tour.,Theater,Theater,GBP,2014-06-02,610000,2014-04-03 21:08:04,50,canceled,2,GB,83.16,84.13,1026348.55,2014
1266913513,Petrified Wood Accents,Product Design,Design,USD,2015-05-03,8000,2015-04-03 17:11:03,252,failed,9,US,252,252,8000,2015
1126444179,Solar Vehicle Team - Appalachian State,Technology,Technology,USD,2015-07-10,25000,2015-06-15 16:50:55,1360,failed,8,US,1360,1360,25000,2015
324054744,African adventures (Canceled),Documentary,Film & Video,GBP,2015-06-10,35000,2015-04-23 14:09:12,0,canceled,0,GB,0,0,54203.06,2015
1513220375,To Dance With Ugly People - An African American Novel,Fiction,Publishing,USD,2018-02-19,10000,2017-12-21 17:43:09,0,live,0,US,0,0,10000,2018
1819178788,Music Wormhole: Music Theory in Color,Music,Music,USD,2014-01-28,9000,2013-11-30 00:23:44,215,failed,3,US,215,215,9000,2014
1984714890,"""KABUKIMONO"" The way to Edinburgh Festival Fringe",Performance Art,Art,GBP,2015-05-23,5800,2015-04-23 17:47:34,5825,successful,17,GB,8696.44,8887.43,8849.29,2015
341418911,Depth Punch Fine Art Reproductions - Paintings into prints,Painting,Art,USD,2016-12-25,2000,2016-11-25 23:22:57,2075.66,successful,18,US,925,2075.66,2000,2016
1062869989,Back Nine Golf Card Game - Fast paced. All ages. Family fun!,Playing Cards,Games,USD,2016-09-09,28000,2016-07-31 04:07:21,1930,failed,24,US,180,1930,28000,2016
1560664627,"Treefort ""The Best Thing Since Potato Salad""",Art,Art,CAD,2014-08-22,38,2014-07-29 03:20:23,17,failed,4,CA,15.72,15.52,34.68,2014
981983398,Trumpty Dumpty Board Game,Tabletop Games,Games,USD,2017-06-20,10000,2017-05-21 03:47:43,289,canceled,2,US,289,289,10000,2017
943668436,Reach For Me - 9 Attachment Mobility Tool,Product Design,Design,EUR,2015-03-06,40000,2015-01-05 11:24:08,147,failed,6,IE,176.41,161.16,43851.96,2015
57827789,Replace Yourself,Thrillers,Film & Video,USD,2017-06-23,10000,2017-05-09 03:02:06,1316,failed,31,US,197,1316,10000,2017
1630944233,Lion/Lamb EP,Music,Music,CAD,2016-08-27,9500,2016-07-28 23:26:55,12231,successful,132,CA,822.5,9349.49,7261.89,2016
315881522,Write No Wrong #1 TBASA Comic Book,Comic Books,Comics,USD,2015-02-08,1500,2015-01-25 00:38:44,1605,successful,52,US,1605,1605,1500,2015
499612597,The Algorithm: Book,Fiction,Publishing,USD,2014-04-07,350,2014-03-18 00:32:10,590,successful,23,US,590,590,350,2014
954904335,Mixio Pride Industries,Apparel,Fashion,USD,2015-03-08,5000,2015-02-06 03:15:28,61,failed,2,US,61,61,5000,2015
420407869,Buhamigo,Weaving,Crafts,MXN,2017-10-06,3700,2017-09-06 22:00:22,0,failed,0,MX,0,0,200.03,2017
1600846958,Red Fall Studio,Animals,Photography,GBP,2015-04-02,6000,2015-03-03 13:11:59,20,failed,1,GB,30.8,29.61,8881.91,2015
944378537,#BELIEVE (Public Service Advertising Campaign),Film & Video,Film & Video,USD,2016-12-06,3000,2016-11-06 21:34:23,30,failed,1,US,0,30,3000,2016
1615392565,The Oliva Foundation,Food Trucks,Food,EUR,2017-05-23,20000,2017-04-08 11:54:35,5,failed,1,IT,0,5.6,22391.9,2017
1947945422,Reeds mead,Food,Food,USD,2016-06-22,20000,2016-05-23 20:49:50,101,failed,4,US,101,101,20000,2016
1611669969,THE MARK: A novel where man and machine merge.,Fiction,Publishing,USD,2017-06-07,2500,2017-05-05 04:21:21,2870,successful,29,US,130,2870,2500,2017
191211584,Golf Faces,Apps,Technology,GBP,2014-11-30,35000,2014-10-06 22:10:33,3,failed,1,GB,4.79,4.71,54900.24,2014
516683035,FlipCancer ... Yeah it's rude... with a cause.,Art,Art,USD,2014-08-23,12000,2014-07-09 22:48:22,4166,failed,87,US,4166,4166,12000,2014
1340331558,Xtoriez Anthology,Anthologies,Publishing,USD,2016-01-10,2500,2015-12-11 13:49:37,0,failed,0,US,0,0,2500,2016
2126980050,Exceptional Exception Ball,Technology,Technology,USD,2017-02-12,500,2017-01-13 23:55:47,260,failed,9,US,198,260,500,2017
1989742474,"Red Clay Ciderworks--First Cidery in Charlotte, NC",Small Batch,Food,USD,2014-11-19,25000,2014-10-20 16:40:38,29287,successful,163,US,29287,29287,25000,2014
822250479,School Safety & Communication: Meerkat Mobile Application,Software,Technology,USD,2016-02-06,15000,2016-01-07 00:38:04,15510,successful,34,US,15510,15510,15000,2016
164381559,Whiskey and Women record a new album!,Country & Folk,Music,USD,2014-04-17,7777,2014-03-18 03:31:54,8560.23,successful,117,US,8560.23,8560.23,7777,2014
1759770247,Config: managing your config files has never been so simple!,Web,Technology,USD,2018-01-17,10000,2017-12-18 21:03:24,1073,live,23,US,11,1073,10000,2018
136340351,Dressed Me,Apps,Technology,EUR,2017-08-23,17500,2017-07-24 14:07:47,146,failed,5,FR,30.33,172.4,20664.08,2017
2045688189,Tides of Fate,Tabletop Games,Games,USD,2016-10-10,100000,2016-09-06 06:04:30,884,canceled,15,US,0,884,100000,2016
2001824421,Sophia Rose boutique candle business,Candles,Crafts,GBP,2015-03-19,3000,2015-02-17 17:04:28,427,failed,7,GB,658.93,634.23,4455.93,2015
337747994,The Haven Box,Crafts,Crafts,USD,2017-12-04,10000,2017-10-30 16:21:51,10368,successful,89,US,554,10368,10000,2017
1517621030,50 over 50 Atmos / Book,Photobooks,Photography,USD,2017-10-20,2750,2017-09-26 16:34:27,175,failed,5,US,0,175,2750,2017
232893299,Christmas Album Project,Music,Music,USD,2017-09-11,3800,2017-07-30 22:13:26,246,failed,7,US,40,246,3800,2017
518302676,Fraternitree,Technology,Technology,USD,2015-11-25,50000,2015-10-26 16:25:56,0,failed,0,US,0,0,50000,2015
169501704,Are You with Me,Shorts,Film & Video,USD,2014-01-17,500,2013-12-17 17:00:51,1172,successful,47,US,1172,1172,500,2014
1266422156,iLepo i30 movie earphones with DSP technology,Technology,Technology,CHF,2016-09-16,20000,2016-08-17 15:14:15,5168,failed,83,CH,1935.07,5302.63,20521.03,2016
1387386335,Pawse: The Automatic Dog Leash,Product Design,Design,USD,2016-03-24,25000,2016-02-23 17:02:03,5394,failed,124,US,5394,5394,25000,2016
1582538188,Encyclopedia of Air Jordan sneakers (2nd Print Run),Publishing,Publishing,USD,2015-01-11,16000,2014-12-27 19:05:09,68112,successful,793,US,68112,68112,16000,2015
1116550749,JonesCuttingBoards: Keeping Knives Sharp In Style,Woodworking,Crafts,USD,2016-10-29,10000,2016-09-29 13:44:25,1703,failed,9,US,0,1703,10000,2016
294501015,Behind The Scars in NYC!,People,Photography,GBP,2017-10-09,1500,2017-08-10 14:38:55,1647,successful,113,GB,562.27,2186,1990.89,2017
1786815963,tiiny - The Perfect Minimalist Wallet for everyone,Product Design,Design,EUR,2016-05-06,3000,2016-03-22 14:11:32,959,failed,34,DE,1081.96,1095.85,3428.1,2016
172617045,Multi'Pie (Canceled),Mobile Games,Games,EUR,2016-07-20,8000,2016-06-20 21:29:03,0,canceled,0,NL,0,0,8811.15,2016
300997615,Sätt ljud på Onkel Toms stuga,Radio & Podcasts,Publishing,SEK,2017-01-07,3000,2016-12-26 08:58:34,3100,successful,24,SE,239.97,348.34,337.11,2017
1997055627,Real life Walter Mitty (Canceled),Photography,Photography,CAD,2014-09-12,3000,2014-07-14 14:14:36,0,canceled,0,CA,0,0,2712.72,2014
343409395,Restoration of a 1934 Packard 1108 -7 passenger classic Car,Mixed Media,Art,USD,2015-12-23,75000,2015-10-24 19:09:16,150,failed,2,US,150,150,75000,2015
